id,length,diameter,color
70239201931455208,8.0,80.0,UNDEFINED
70239201931436994,3.0,5.0,UNDEFINED
70239202173481093,4.0,2.0,UNDEFINED
70239201940724796,3.0,5.0,UNDEFINED
70239202173128310,4.0,2.0,UNDEFINED
70239202153673854,4.0,2.0,UNDEFINED
70239202153673901,3.0,5.0,UNDEFINED
70239202188507242,3.0,5.0,UNDEFINED
70239202148927467,4.0,30.0,UNDEFINED
70239202157981983,3.8,11.0,UNDEFINED
70239201931545209,4.0,2.0,GREEN
70239202173085433,4.8,19.0,GREEN
70239202158261190,3.0,5.0,UNDEFINED
70239201940757106,4.0,8.0,UNDEFINED
70239202148926893,5.0,70.0,UNDEFINED
70239202149067953,5.0,70.0,UNDEFINED
70239201931468636,3.0,5.0,UNDEFINED
70239202149066338,4.0,8.0,UNDEFINED
70239201940724954,3.0,5.0,UNDEFINED
70239202186931579,4.2,90.0,UNDEFINED
70239202188045709,3.0,5.0,UNDEFINED
70239201940729106,4.0,2.0,UNDEFINED
70239202188452175,3.0,5.0,UNDEFINED
70239202173098225,3.5,45.0,UNDEFINED
70239202173126469,4.2,13.0,UNDEFINED
70239202188648524,4.0,5.0,UNDEFINED
70239202173086915,4.8,19.0,RED
70239202172974374,4.0,8.0,RED
70239202173027931,4.8,100.0,UNDEFINED
70239202173031202,4.5,40.0,UNDEFINED
70239202157979930,4.8,51.0,UNDEFINED
70239202189739352,5.5,35.0,UNDEFINED
70239202173130814,2.5,10.0,YELLOW
70239202157979552,3.5,25.0,UNDEFINED
70239201954471325,4.0,8.0,UNDEFINED
70239202189595921,3.5,16.0,UNDEFINED
70239201931544378,4.0,2.0,BROWN
70239202173040843,3.0,16.0,YELLOW
70239202173122942,5.0,0.0,WHITE
70239201942559849,4.0,8.0,UNDEFINED
70239201931455049,12.0,100.0,UNDEFINED
70239202173031600,4.0,8.0,UNDEFINED
70239202157971446,4.2,16.0,UNDEFINED
70239202186110285,3.0,5.0,UNDEFINED
70239202149116863,4.0,12.0,UNDEFINED
70239202149000792,3.0,5.0,UNDEFINED
70239201931467430,4.0,8.0,UNDEFINED
70239202186562286,3.0,8.0,UNDEFINED
70239202180490594,3.0,5.0,UNDEFINED
70239202149060631,3.0,5.0,UNDEFINED
70239201942562736,4.0,5.0,UNDEFINED
70239201931437124,4.0,8.0,UNDEFINED
70239202173033013,4.0,8.0,UNDEFINED
70239202173056704,4.8,19.0,RED
70239202188511809,3.0,9.0,UNDEFINED
70239201940710080,4.0,2.0,UNDEFINED
70239202186336824,4.0,2.0,UNDEFINED
70239202149000445,6.0,100.0,UNDEFINED
70239202173095677,4.2,25.0,UNDEFINED
70239202157966938,5.5,32.0,UNDEFINED
70239202173081192,6.0,70.0,UNDEFINED
70239202173132688,4.0,60.0,YELLOW
70239202173093488,3.5,55.0,UNDEFINED
70239202149096915,3.0,5.0,UNDEFINED
70239202173481098,6.0,3.0,UNDEFINED
70239202173091375,4.2,16.0,UNDEFINED
70239202173048270,3.9,30.0,UNDEFINED
70239202157980927,4.2,25.0,UNDEFINED
70239202013909640,5.0,5.0,UNDEFINED
70239202149062974,3.0,5.0,UNDEFINED
70239202164411136,4.0,2.0,UNDEFINED
70239202173116645,4.8,65.0,GREEN
70239202189530048,4.0,8.0,UNDEFINED
70239202153673797,3.0,30.0,UNDEFINED
70239202186337508,3.0,5.0,UNDEFINED
70239202186587308,4.0,2.0,UNDEFINED
70239202173077140,3.5,32.0,UNDEFINED
70239202173131863,3.5,35.0,UNDEFINED
70239202149062501,4.0,50.0,UNDEFINED
70239202188135914,3.0,5.0,UNDEFINED
70239202157982140,3.5,25.0,UNDEFINED
70239202157968469,4.2,25.0,UNDEFINED
70239202173057164,4.0,8.0,RED
70239202173085582,4.8,28.0,RED
70239202173077148,4.0,8.0,UNDEFINED
70239201931854912,4.0,2.0,UNDEFINED
70239202172892602,4.0,8.0,BLUE
70239202173099745,3.9,19.0,UNDEFINED
70239202173086368,5.0,40.0,YELLOW
70239202173071194,3.5,9.5,UNDEFINED
70239202156251130,5.0,90.0,UNDEFINED
70239202157970455,4.0,50.0,UNDEFINED
70239202157969074,6.3,90.0,UNDEFINED
70239202158262155,6.0,70.0,UNDEFINED
70239202173088481,3.5,41.0,UNDEFINED
70239202149098574,4.0,2.0,UNDEFINED
70239202187106387,3.5,41.0,UNDEFINED
70239202186112306,3.0,5.0,BLACK
70239202173102925,4.0,0.0,WHITE
70239201931470685,3.0,5.0,UNDEFINED
70239202173070707,4.0,8.0,RED
70239201940745359,19.0,5.5,UNDEFINED
70239202173039491,4.8,70.0,GREEN
70239201942563662,5.0,5.0,UNDEFINED
70239202173103257,4.2,32.0,UNDEFINED
70239202186336718,3.0,8.0,UNDEFINED
70239201931458942,3.8,35.0,UNDEFINED
70239202149086568,3.0,5.0,UNDEFINED
70239201931544252,4.0,2.0,GREEN
70239201931553314,3.0,9.0,UNDEFINED
70239202149062817,4.0,50.0,UNDEFINED
70239202149029956,3.0,5.0,UNDEFINED
70239201940756595,5.0,5.0,UNDEFINED
70239202164423991,4.0,2.0,UNDEFINED
70239201931544436,4.0,8.0,UNDEFINED
70239202173084858,4.0,8.0,BLUE
70239202173481005,3.0,8.0,UNDEFINED
70239202173125629,3.0,12.0,YELLOW
70239202172890036,4.0,8.0,GREEN
70239202173060426,4.0,40.0,YELLOW
70239202186110588,4.0,2.0,UNDEFINED
70239202173481214,4.0,2.0,UNDEFINED
70239202173059372,4.5,60.0,YELLOW
70239201931545962,5.0,5.0,UNDEFINED
70239202157975448,4.2,19.0,UNDEFINED
70239202186392986,0.3,8.0,BLACK
70239201940584047,90.0,4.2,UNDEFINED
70239202173480994,4.0,2.0,UNDEFINED
70239202149059979,3.0,16.0,UNDEFINED
70239202156317627,4.0,16.0,UNDEFINED
70239202149000663,4.0,2.0,UNDEFINED
70239202189530160,3.0,5.0,UNDEFINED
70239201931553540,4.0,8.0,RED
70239201931554275,5.0,5.0,BLUE
70239201931458964,5.0,5.0,UNDEFINED
70239202013781971,3.0,5.0,UNDEFINED
70239202156185729,3.5,40.0,UNDEFINED
70239202188959760,6.0,140.0,UNDEFINED
70239202173082162,4.2,90.0,UNDEFINED
70239202173081781,5.0,5.0,UNDEFINED
70239202188512292,4.0,2.0,UNDEFINED
70239202189763382,5.0,60.0,UNDEFINED
70239202188629561,4.0,5.0,UNDEFINED
70239201931457206,3.0,0.0,UNDEFINED
70239202173038941,6.0,0.0,WHITE
70239202173481301,4.0,2.0,UNDEFINED
70239202149082949,5.0,90.0,UNDEFINED
70239201931544497,4.0,2.0,GREEN
70239201942561068,4.0,8.0,BROWN
70239202157987972,4.2,16.0,UNDEFINED
70239201931544338,4.0,8.0,UNDEFINED
70239202173133252,4.0,8.0,UNDEFINED
70239202173126733,3.0,5.0,UNDEFINED
70239202157965500,3.9,25.0,UNDEFINED
70239201954471707,4.0,8.0,BROWN
70239202149066284,3.0,5.0,UNDEFINED
70239202186110546,3.0,5.0,UNDEFINED
70239202173042751,4.8,110.0,UNDEFINED
70239202157977039,4.8,125.0,UNDEFINED
70239202157989497,3.8,11.0,UNDEFINED
70239202173061507,4.0,8.0,WHITE
70239202186336869,4.0,2.0,UNDEFINED
70239202187091133,4.0,2.0,UNDEFINED
70239202173078883,3.5,16.0,YELLOW
70239202173049336,4.8,35.0,GREEN
70239202172889048,4.0,2.0,WHITE
70239202157976965,4.2,70.0,UNDEFINED
70239202187050738,3.5,32.0,UNDEFINED
70239201940747021,3.0,5.0,UNDEFINED
70239202149060610,6.0,140.0,UNDEFINED
70239202187057540,4.8,152.0,UNDEFINED
70239202157977084,4.2,14.0,UNDEFINED
70239202173481287,4.0,8.0,GREEN
70239202157971578,6.3,32.0,UNDEFINED
70239202173124149,4.8,50.0,BROWN
70239202157968158,3.9,35.0,UNDEFINED
70239202157979219,3.5,32.0,UNDEFINED
70239202173026667,4.0,2.0,WHITE
70239202173077035,3.5,51.0,UNDEFINED
70239202156304197,5.0,40.0,UNDEFINED
70239202149057608,3.0,5.0,UNDEFINED
70239202173481045,4.0,8.0,UNDEFINED
70239202156255709,3.0,25.0,UNDEFINED
70239202188624697,3.0,5.0,UNDEFINED
70239201931456042,6.0,40.0,UNDEFINED
70239202173069747,4.2,13.0,UNDEFINED
70239202173103918,30.0,3.0,UNDEFINED
70239202014047734,5.0,5.0,UNDEFINED
70239202172900702,4.2,16.0,UNDEFINED
70239201931467364,12.0,80.0,UNDEFINED
70239202173102807,4.2,16.0,UNDEFINED
70239201931460542,3.0,5.0,UNDEFINED
70239202149070863,3.0,40.0,UNDEFINED
70239202188510340,6.0,120.0,UNDEFINED
70239202157978673,4.2,41.0,UNDEFINED
70239202158237447,3.0,16.0,UNDEFINED
70239202173098807,3.5,9.5,UNDEFINED
70239202156221380,2.5,16.0,UNDEFINED
70239202173101531,4.2,25.0,UNDEFINED
70239202173068331,5.5,19.0,RED
70239202149053155,3.0,5.0,UNDEFINED
70239202061685937,4.0,8.0,UNDEFINED
70239201931460448,5.0,5.0,UNDEFINED
70239201931547172,3.0,5.0,UNDEFINED
70239202173045525,4.8,65.0,UNDEFINED
70239201931456010,4.0,20.0,UNDEFINED
70239202148927235,2.0,5.0,UNDEFINED
70239202149072935,6.0,3.0,UNDEFINED
70239202156239988,5.0,40.0,UNDEFINED
70239202173030549,5.0,5.0,WHITE
70239202173191321,4.2,19.0,UNDEFINED
70239202157983864,3.5,55.0,UNDEFINED
70239202173132639,6.0,150.0,YELLOW
70239202173480968,4.0,8.0,UNDEFINED
70239201931544103,4.0,2.0,UNDEFINED
70239202189558848,5.0,5.0,UNDEFINED
70239201931544574,6.0,3.0,RED
70239202173191942,3.5,11.0,UNDEFINED
70239201931544926,4.0,2.0,BLUE
70239202188749030,2.0,5.0,UNDEFINED
70239202173132879,2.5,12.0,YELLOW
70239201931546723,6.0,3.0,UNDEFINED
70239201931455305,4.0,2.0,UNDEFINED
70239202173088293,4.2,16.0,WHITE
70239202188624657,4.0,8.0,RED
70239202149059891,3.0,5.0,UNDEFINED
70239201931461408,3.0,5.0,UNDEFINED
70239202186276854,4.0,2.0,UNDEFINED
70239202173046753,6.0,0.0,YELLOW
70239202173130340,3.0,5.0,YELLOW
70239202173100536,5.5,19.0,GREEN
70239202173062999,5.0,80.0,YELLOW
70239202173481486,4.0,2.0,UNDEFINED
70239202189641659,3.0,40.0,UNDEFINED
70239202173097039,4.2,90.0,UNDEFINED
70239202173085616,3.0,9.0,WHITE
70239201931544345,4.0,2.0,RED
70239201931453868,3.0,5.0,UNDEFINED
70239202149078727,2.0,5.0,UNDEFINED
70239201940747272,3.0,5.0,UNDEFINED
70239202186110243,4.0,2.0,UNDEFINED
70239201976605673,4.8,29.0,UNDEFINED
70239202173481027,3.0,5.0,UNDEFINED
70239201931463664,4.0,2.0,UNDEFINED
70239202156180716,3.5,40.0,UNDEFINED
70239202173081568,4.0,8.0,UNDEFINED
70239201931547570,3.0,9.0,UNDEFINED
70239202173039100,5.5,25.0,UNDEFINED
70239202173066403,4.8,38.0,BLUE
70239201931551262,5.0,5.0,UNDEFINED
70239202189763448,5.0,16.0,UNDEFINED
70239202157984520,4.2,41.0,UNDEFINED
70239202172903921,4.2,32.0,UNDEFINED
70239201942561401,6.0,60.0,UNDEFINED
70239201931461407,6.0,3.0,UNDEFINED
70239202157976698,4.2,14.0,UNDEFINED
70239202173110435,4.0,0.0,YELLOW
70239202173056548,3.0,5.0,UNDEFINED
70239201940729547,4.0,8.0,UNDEFINED
70239202173083118,4.2,75.0,YELLOW
70239202173095076,51.0,4.8,UNDEFINED
70239201931546348,6.0,3.0,UNDEFINED
70239201931807329,4.0,8.0,UNDEFINED
70239202157982497,3.5,16.0,UNDEFINED
70239202164370422,4.0,2.0,UNDEFINED
70239202173034581,4.8,65.0,BROWN
70239201940745390,29.0,4.8,UNDEFINED
70239201931549003,5.0,5.0,BLUE
70239201940711447,4.0,8.0,UNDEFINED
70239202153673691,6.0,70.0,UNDEFINED
70239202187688692,3.5,45.0,UNDEFINED
70239202173127923,4.8,38.0,RED
70239202173092346,4.8,28.0,UNDEFINED
70239202173127311,4.8,100.0,UNDEFINED
70239202188648583,4.0,8.0,BLUE
70239201940756381,5.0,5.0,UNDEFINED
70239202173030373,4.0,8.0,RED
70239202157972646,4.8,29.0,UNDEFINED
70239202184330289,3.0,40.0,UNDEFINED
70239201931470323,4.0,8.0,UNDEFINED
70239202157969965,4.8,90.0,UNDEFINED
70239201940760114,4.0,8.0,UNDEFINED
70239202149066141,3.0,5.0,UNDEFINED
70239202190658269,3.0,8.0,UNDEFINED
70239202173061296,4.8,19.0,BROWN
70239202173066930,6.0,40.0,UNDEFINED
70239202173481024,3.0,5.0,UNDEFINED
70239202173036842,5.0,60.0,YELLOW
70239202173115661,4.0,8.0,BLUE
70239202149086572,3.0,5.0,UNDEFINED
70239202173083504,4.0,8.0,RED
70239201931460472,3.0,5.0,UNDEFINED
70239202149030098,3.0,5.0,UNDEFINED
70239201931550317,5.0,5.0,RED
70239201931461677,6.0,100.0,UNDEFINED
70239202157977890,4.2,16.0,UNDEFINED
70239202173046651,5.0,70.0,UNDEFINED
70239201931463509,4.0,70.0,UNDEFINED
70239202149057438,3.0,5.0,UNDEFINED
70239202167103891,5.0,70.0,UNDEFINED
70239202173038519,4.2,75.0,UNDEFINED
70239202173060204,3.0,16.0,UNDEFINED
70239202186277194,3.0,5.0,UNDEFINED
70239201931460610,10.0,160.0,UNDEFINED
70239202149053116,6.0,130.0,UNDEFINED
70239202188263025,4.0,2.0,UNDEFINED
70239202173109647,3.5,25.0,UNDEFINED
70239201942561392,5.0,50.0,UNDEFINED
70239202173481091,3.0,5.0,UNDEFINED
70239201940747055,4.0,8.0,UNDEFINED
70239202186947365,3.0,9.0,UNDEFINED
70239201942559809,5.0,100.0,UNDEFINED
70239202173103132,4.0,16.0,UNDEFINED
70239202156281066,5.0,70.0,UNDEFINED
70239202173480997,3.0,8.0,UNDEFINED
70239202157973684,5.5,25.0,UNDEFINED
70239202173030224,4.0,8.0,UNDEFINED
70239202149065960,3.0,9.0,UNDEFINED
70239202149068606,6.0,130.0,UNDEFINED
70239201931544248,4.0,8.0,BLUE
70239202156290764,6.0,40.0,UNDEFINED
70239202173092768,4.0,8.0,UNDEFINED
70239202149083857,4.0,8.0,UNDEFINED
70239201940739803,4.0,2.0,UNDEFINED
70239202156223177,4.5,50.0,UNDEFINED
70239202173093167,4.2,16.0,UNDEFINED
70239201931462412,6.0,3.0,UNDEFINED
70239201931470276,2.0,9.0,UNDEFINED
70239202157969068,4.8,100.0,UNDEFINED
70239201931571640,3.0,5.0,UNDEFINED
70239202187045161,3.5,41.0,UNDEFINED
70239202173044186,3.5,19.0,UNDEFINED
70239202149098704,5.0,80.0,UNDEFINED
70239202173044619,4.0,8.0,UNDEFINED
70239201931462828,3.5,51.0,UNDEFINED
70239202176903526,3.5,35.0,UNDEFINED
70239201931545140,5.0,5.0,GREEN
70239202167093787,4.0,2.0,UNDEFINED
70239202173481048,3.0,8.0,UNDEFINED
70239202188648509,3.0,5.0,UNDEFINED
70239202173122724,4.8,19.0,BROWN
70239202149000270,5.0,25.0,UNDEFINED
70239202153674258,6.0,80.0,UNDEFINED
70239201940756677,5.0,70.0,UNDEFINED
70239201931470324,3.0,5.0,UNDEFINED
70239202157979433,3.9,32.0,UNDEFINED
70239201931544872,5.0,5.0,UNDEFINED
70239202149056939,4.0,40.0,UNDEFINED
70239202149072882,4.0,70.0,UNDEFINED
70239202189558770,4.0,2.0,UNDEFINED
70239202173124173,4.0,5.0,YELLOW
70239202173132503,6.0,140.0,YELLOW
70239202149063233,4.0,2.0,UNDEFINED
70239201931545402,4.0,8.0,UNDEFINED
70239202149070861,4.0,2.0,UNDEFINED
70239202157975352,3.5,45.0,UNDEFINED
70239201940760040,4.0,2.0,UNDEFINED
70239201931552907,5.0,5.0,UNDEFINED
70239202157969804,4.2,70.0,UNDEFINED
70239202173103451,4.8,38.0,BROWN
70239202184287135,4.0,5.0,UNDEFINED
70239202173035286,4.0,0.0,YELLOW
70239202157983209,4.2,32.0,UNDEFINED
70239202173067993,5.0,90.0,UNDEFINED
70239202157985545,3.5,51.0,UNDEFINED
70239202156242114,3.0,12.0,UNDEFINED
70239202173481360,3.0,8.0,UNDEFINED
70239202173069796,6.0,3.0,WHITE
70239202173124682,4.0,12.0,UNDEFINED
70239202156213857,3.0,45.0,UNDEFINED
70239202173079475,4.0,0.0,YELLOW
70239201931467778,4.0,2.0,UNDEFINED
70239201931461458,5.0,5.0,UNDEFINED
70239202153675790,6.0,100.0,UNDEFINED
70239202153673892,5.0,50.0,UNDEFINED
70239202157983273,5.5,19.0,UNDEFINED
70239202173067525,5.0,5.0,BLUE
70239202186916788,4.0,2.0,UNDEFINED
70239202173032516,3.5,25.0,UNDEFINED
70239201931470862,3.0,5.0,UNDEFINED
70239202189548590,6.0,80.0,UNDEFINED
70239202173039440,4.8,29.0,BLUE
70239202157978443,5.0,40.0,UNDEFINED
70239202173092820,4.0,8.0,UNDEFINED
70239201931461678,4.0,2.0,UNDEFINED
70239202173069500,4.0,8.0,BLUE
70239202149072868,3.0,5.0,UNDEFINED
70239202167083094,4.0,2.0,UNDEFINED
70239201931544355,4.0,8.0,UNDEFINED
70239201931455435,4.0,8.0,UNDEFINED
70239202173077628,4.0,8.0,BLUE
70239202186277114,4.0,2.0,UNDEFINED
70239202173098864,4.2,50.0,UNDEFINED
70239202157978463,4.2,25.0,UNDEFINED
70239202149030093,6.0,3.0,UNDEFINED
70239202157977057,4.8,95.0,UNDEFINED
70239202156278910,3.0,16.0,UNDEFINED
70239202188749352,4.0,8.0,UNDEFINED
70239202148927132,4.0,2.0,UNDEFINED
70239201931545403,4.0,8.0,UNDEFINED
70239202173098661,4.0,8.0,UNDEFINED
70239202173058261,4.0,8.0,UNDEFINED
70239201931544308,4.0,8.0,UNDEFINED
70239202173481223,3.0,5.0,UNDEFINED
70239202189651578,4.0,2.0,UNDEFINED
70239202149070785,4.0,2.0,UNDEFINED
70239202149098807,6.0,130.0,UNDEFINED
70239202149070930,3.0,5.0,UNDEFINED
70239201931467739,6.0,3.0,UNDEFINED
70239202173102199,4.0,8.0,WHITE
70239202184258319,5.0,30.0,UNDEFINED
70239202173103357,4.0,30.0,UNDEFINED
70239202158262136,3.0,30.0,UNDEFINED
70239202149057047,3.0,5.0,UNDEFINED
70239202173057950,3.0,40.0,UNDEFINED
70239202149059722,5.0,5.0,UNDEFINED
70239202173123738,5.5,19.0,BROWN
70239202156261065,3.5,25.0,UNDEFINED
70239202187586627,4.2,13.0,UNDEFINED
70239202173045361,6.0,60.0,UNDEFINED
70239202157968498,3.9,16.0,UNDEFINED
70239202172936049,4.8,35.0,GREEN
70239202149096765,4.0,2.0,UNDEFINED
70239202149072961,5.0,30.0,UNDEFINED
70239202149053630,5.0,60.0,UNDEFINED
70239201931461409,6.0,3.0,UNDEFINED
70239202157985552,3.9,25.0,UNDEFINED
70239202173050918,29.0,4.8,BLUE
70239201931455490,8.0,120.0,UNDEFINED
70239202188648545,3.0,5.0,UNDEFINED
70239202186613691,4.0,2.0,UNDEFINED
70239201931470336,3.0,5.0,UNDEFINED
70239201931544382,4.0,2.0,BROWN
70239202157971368,4.2,76.0,UNDEFINED
70239202188511559,5.0,25.0,UNDEFINED
70239202149067707,4.0,8.0,UNDEFINED
70239202149029133,3.0,5.0,UNDEFINED
70239202173056116,6.0,50.0,UNDEFINED
70239202180489080,5.0,100.0,UNDEFINED
70239202157967303,6.0,45.0,UNDEFINED
70239202157972330,6.0,40.0,UNDEFINED
70239202156229621,6.0,50.0,UNDEFINED
70239202173481193,4.0,8.0,BROWN
70239202172892867,4.0,2.0,WHITE
70239202173081493,6.0,70.0,YELLOW
70239202173481129,3.0,8.0,UNDEFINED
70239202173115049,4.8,60.0,BLUE
70239202189623354,3.5,20.0,UNDEFINED
70239202148927094,6.0,90.0,UNDEFINED
70239201940756861,3.0,8.0,UNDEFINED
70239202149038493,2.0,5.0,UNDEFINED
70239202173070509,35.0,4.8,GREEN
70239202173124875,5.5,25.0,BLUE
70239201931460954,3.0,5.0,UNDEFINED
70239202157977530,5.0,20.0,UNDEFINED
70239202173070932,3.5,51.0,UNDEFINED
70239202186586650,4.0,2.0,UNDEFINED
70239202013929799,5.0,5.0,UNDEFINED
70239202153674288,5.0,20.0,UNDEFINED
70239202149100874,3.0,5.0,UNDEFINED
70239202173087117,3.5,35.0,UNDEFINED
70239202157984265,3.5,30.0,UNDEFINED
70239202173063429,4.5,50.0,YELLOW
70239202173041352,6.0,100.0,UNDEFINED
70239202172970149,4.0,8.0,RED
70239201940584053,0.0,4.8,UNDEFINED
70239202188629659,6.0,40.0,UNDEFINED
70239202173481261,3.0,9.0,UNDEFINED
70239201931568240,3.0,5.0,UNDEFINED
70239202188624789,4.0,8.0,UNDEFINED
70239202157989710,4.8,100.0,UNDEFINED
70239202157978379,6.0,40.0,UNDEFINED
70239202172929934,5.5,19.0,BROWN
70239202149060102,5.0,5.0,UNDEFINED
70239202173481063,4.0,2.0,UNDEFINED
70239201940756902,3.0,5.0,UNDEFINED
70239202149030028,3.0,5.0,UNDEFINED
70239202173049607,4.8,28.0,UNDEFINED
70239202173045136,3.5,45.0,YELLOW
70239201931544682,4.0,8.0,UNDEFINED
70239201942561523,5.0,5.0,BROWN
70239202186392517,3.0,40.0,UNDEFINED
70239202173088854,4.8,60.0,GREEN
70239202164404163,4.0,2.0,UNDEFINED
70239202184514679,2.0,5.0,UNDEFINED
70239202173084622,3.5,55.0,UNDEFINED
70239202188790768,4.2,70.0,UNDEFINED
70239202173095558,4.8,110.0,UNDEFINED
70239202158262140,5.0,35.0,UNDEFINED
70239201931461406,3.0,5.0,UNDEFINED
70239202153470006,3.0,5.0,UNDEFINED
70239202173125614,3.0,25.0,YELLOW
70239202172994444,3.5,11.0,UNDEFINED
70239201931544330,4.0,8.0,BLUE
70239202186931598,3.5,25.0,UNDEFINED
70239202173084952,4.0,30.0,YELLOW
70239201931440272,4.0,2.0,UNDEFINED
70239201940756780,4.0,8.0,UNDEFINED
70239202189558742,4.0,40.0,UNDEFINED
70239202157965228,3.5,25.0,UNDEFINED
70239202188153058,4.0,8.0,RED
70239201940756859,4.0,2.0,UNDEFINED
70239202149100769,3.0,30.0,UNDEFINED
70239201940739759,3.0,5.0,UNDEFINED
70239202188510251,6.0,3.0,UNDEFINED
70239202157984972,6.0,100.0,UNDEFINED
70239201940724855,3.0,9.0,UNDEFINED
70239202173057903,4.8,65.0,GREEN
70239201940756849,4.0,8.0,UNDEFINED
70239202188847122,4.0,2.0,UNDEFINED
70239202173095783,5.5,19.0,BLUE
70239202149066040,6.0,3.0,UNDEFINED
70239202173480974,3.0,5.0,UNDEFINED
70239202157979729,3.9,19.0,UNDEFINED
70239201931549366,6.0,3.0,UNDEFINED
70239202164412942,4.0,2.0,UNDEFINED
70239202149073080,3.0,8.0,UNDEFINED
70239202156276440,6.0,20.0,UNDEFINED
70239202173057797,4.8,110.0,UNDEFINED
70239202173102121,2.5,10.0,YELLOW
70239201940756105,5.0,5.0,UNDEFINED
70239202188629763,4.0,5.0,UNDEFINED
70239202189558888,3.0,9.0,UNDEFINED
70239202188749445,5.0,35.0,UNDEFINED
70239202156205484,4.2,75.0,UNDEFINED
70239202189548752,3.0,5.0,UNDEFINED
70239202156229851,4.5,30.0,UNDEFINED
70239202149071191,4.0,2.0,UNDEFINED
70239201931549917,4.0,2.0,UNDEFINED
70239202173042178,4.8,65.0,BROWN
70239202173088569,4.8,50.0,WHITE
70239202149063053,3.0,5.0,UNDEFINED
70239202157969271,4.8,150.0,UNDEFINED
70239202149029415,3.0,5.0,UNDEFINED
70239202173057902,4.8,100.0,UNDEFINED
70239202189558789,3.0,5.0,UNDEFINED
70239201931472429,3.0,9.0,UNDEFINED
70239202149066190,6.0,40.0,UNDEFINED
70239201942563120,4.0,8.0,BROWN
70239202188511830,4.0,12.0,UNDEFINED
70239202014032395,4.0,8.0,UNDEFINED
70239202186339648,4.0,5.0,UNDEFINED
70239201931463510,3.0,5.0,UNDEFINED
70239201940757722,3.0,8.0,UNDEFINED
70239202149062921,6.0,140.0,UNDEFINED
70239202172990378,4.8,28.0,RED
70239201931547538,6.0,3.0,BROWN
70239202188630203,4.0,35.0,UNDEFINED
70239202173118521,3.0,9.0,WHITE
70239202156234899,6.0,70.0,UNDEFINED
70239201940711572,4.0,2.0,UNDEFINED
70239202173067478,2.5,25.0,YELLOW
70239202173053027,4.8,65.0,RED
70239201940732401,3.0,5.0,UNDEFINED
70239202173101191,3.5,11.0,UNDEFINED
70239202157982487,4.2,76.0,UNDEFINED
70239202186943012,4.2,65.0,UNDEFINED
70239202188749447,5.0,30.0,UNDEFINED
70239202186947219,3.0,8.0,UNDEFINED
70239201819352391,3.0,5.0,UNDEFINED
70239201931544203,3.0,5.0,UNDEFINED
70239202186337034,3.0,5.0,BLACK
70239201931544601,4.0,8.0,RED
70239202173481010,3.0,5.0,UNDEFINED
70239202188749064,4.0,5.0,UNDEFINED
70239202173043020,4.8,35.0,BLUE
70239202173110470,3.5,35.0,YELLOW
70239202173035328,4.0,20.0,UNDEFINED
70239202188510112,3.0,8.0,UNDEFINED
70239202173481146,3.0,5.0,UNDEFINED
70239202157966440,3.0,12.0,UNDEFINED
70239202173029140,4.0,2.0,WHITE
70239201940584118,32.0,4.2,UNDEFINED
70239202173135053,4.8,35.0,UNDEFINED
70239202157985191,3.5,45.0,UNDEFINED
70239202153674240,3.0,5.0,UNDEFINED
70239201931544270,3.0,5.0,UNDEFINED
